#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
e_belgica;Belgica;Belgica;Belgica;;Belgica;;;;;;;;;x
e_belgica_adj;Belgican;;belgicer;;;;;;;;;;;x
e_britannia;Britannia;Britannia;Britannia;;Britannia;;;;;;;;;x
e_britannia_adj;Britannian;;britanner;;;;;;;;;;;x
e_celtica;Celtica;Celtica;Celtica;;Celtica;;;;;;;;;x
e_celtica_adj;Celtican;;celticer;;;;;;;;;;;x
e_gaul;Gaul;Gaul;Gaul;;Gaul;;;;;;;;;x
e_gaul_adj;Gaulian;;gauler;;;;;;;;;;;x
e_iberia;Iberia;Iberia;Iberia;;Iberia;;;;;;;;;x
e_iberia_adj;Iberian;;iberer;;;;;;;;;;;x
e_roman_empire;Roman Empire;Roman Empire;Roman Empire;;Roman Empire;;;;;;;;;x
e_roman_empire_adj;Roman Empirean;;Roman Empirer;;;;;;;;;;;x
