#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_aedui;Aedui;Aedui;Aedui;;Aedui;;;;;;;;;x
c_aedui_adj;Aedian;;aeder;;;;;;;;;;;x
c_aemiliat;Aemiliat;Aemiliat;Aemiliat;;Aemiliat;;;;;;;;;x
c_aemiliat_adj;Aemiliatian;;aemiliater;;;;;;;;;;;x
c_ager_gallicus;Ager Gallicus;Ager Gallicus;Ager Gallicus;;Ager Gallicus;;;;;;;;;x
c_ager_gallicus_adj;Ager Gallicusian;;Ager Gallicuser;;;;;;;;;;;x
c_alalie;Alalie;Alalie;Alalie;;Alalie;;;;;;;;;x
c_alalie_adj;Alaliean;;alaler;;;;;;;;;;;x
c_allobroges;Allobroges;Allobroges;Allobroges;;Allobroges;;;;;;;;;x
c_allobroges_adj;Allobrogesian;;allobrogeser;;;;;;;;;;;x
c_apulia;Apulia;Apulia;Apulia;;Apulia;;;;;;;;;x
c_apulia_adj;Apulian;;apuler;;;;;;;;;;;x
c_arevaci;Arevaci;Arevaci;Arevaci;;Arevaci;;;;;;;;;x
c_arevaci_adj;Arevacian;;arevacer;;;;;;;;;;;x
c_artabri;Artabri;Artabri;Artabri;;Artabri;;;;;;;;;x
c_artabri_adj;Artabrian;;artabrer;;;;;;;;;;;x
c_arverni;Arverni;Arverni;Arverni;;Arverni;;;;;;;;;x
c_arverni_adj;Arvernian;;arverner;;;;;;;;;;;x
c_astures;Astures;Astures;Astures;;Astures;;;;;;;;;x
c_astures_adj;Asturesian;;astureser;;;;;;;;;;;x
c_atrebates;Atrebates;Atrebates;Atrebates;;Atrebates;;;;;;;;;x
c_atrebates_adj;Atrebatesian;;atrebateser;;;;;;;;;;;x
c_ausci;Ausci;Ausci;Ausci;;Ausci;;;;;;;;;x
c_ausci_adj;Auscian;;auscer;;;;;;;;;;;x
c_baedunenses;Baedunenses;Baedunenses;Baedunenses;;Baedunenses;;;;;;;;;x
c_baedunenses_adj;Baedunensesian;;baedunenseser;;;;;;;;;;;x
c_baleares;Baleares;Baleares;Baleares;;Baleares;;;;;;;;;x
c_baleares_adj;Balearesian;;baleareser;;;;;;;;;;;x
c_belgae;Belgae;Belgae;Belgae;;Belgae;;;;;;;;;x
c_belgae_adj;Belgaean;;belger;;;;;;;;;;;x
c_bellovaci;Bellovaci;Bellovaci;Bellovaci;;Bellovaci;;;;;;;;;x
c_bellovaci_adj;Bellovacian;;bellovacer;;;;;;;;;;;x
c_berones;Berones;Berones;Berones;;Berones;;;;;;;;;x
c_berones_adj;Beronesian;;beroneser;;;;;;;;;;;x
c_biturges;Biturges;Biturges;Biturges;;Biturges;;;;;;;;;x
c_biturges_adj;Biturgesian;;biturgeser;;;;;;;;;;;x
c_bletonesii;Bletonesii;Bletonesii;Bletonesii;;Bletonesii;;;;;;;;;x
c_bletonesii_adj;Bletonesian;;bletoneser;;;;;;;;;;;x
c_bracari;Bracari;Bracari;Bracari;;Bracari;;;;;;;;;x
c_bracari_adj;Bracarian;;bracarer;;;;;;;;;;;x
c_brigantes;Brigantes;Brigantes;Brigantes;;Brigantes;;;;;;;;;x
c_brigantes_adj;Brigantesian;;briganteser;;;;;;;;;;;x
c_bruttium;Bruttium;Bruttium;Bruttium;;Bruttium;;;;;;;;;x
c_bruttium_adj;Bruttiumian;;bruttiumer;;;;;;;;;;;x
c_cadurci;Cadurci;Cadurci;Cadurci;;Cadurci;;;;;;;;;x
c_cadurci_adj;Cadurcian;;cadurcer;;;;;;;;;;;x
c_calontienses;Calontienses;Calontienses;Calontienses;;Calontienses;;;;;;;;;x
c_calontienses_adj;Calontiensesian;;calontienseser;;;;;;;;;;;x
c_campania;Campania;Campania;Campania;;Campania;;;;;;;;;x
c_campania_adj;Campanian;;campaner;;;;;;;;;;;x
c_camunni;Camunni;Camunni;Camunni;;Camunni;;;;;;;;;x
c_camunni_adj;Camunnian;;camunner;;;;;;;;;;;x
c_cantabri;Cantabri;Cantabri;Cantabri;;Cantabri;;;;;;;;;x
c_cantabri_adj;Cantabrian;;cantabrer;;;;;;;;;;;x
c_cantii;Cantii;Cantii;Cantii;;Cantii;;;;;;;;;x
c_cantii_adj;Cantian;;canter;;;;;;;;;;;x
c_caralis;Caralis;Caralis;Caralis;;Caralis;;;;;;;;;x
c_caralis_adj;Caralisian;;caraliser;;;;;;;;;;;x
c_caristii;Caristii;Caristii;Caristii;;Caristii;;;;;;;;;x
c_caristii_adj;Caristian;;carister;;;;;;;;;;;x
c_carnutes;Carnutes;Carnutes;Carnutes;;Carnutes;;;;;;;;;x
c_carnutes_adj;Carnutesian;;carnuteser;;;;;;;;;;;x
c_carpetani;Carpetani;Carpetani;Carpetani;;Carpetani;;;;;;;;;x
c_carpetani_adj;Carpetanian;;carpetaner;;;;;;;;;;;x
c_carvetii;Carvetii;Carvetii;Carvetii;;Carvetii;;;;;;;;;x
c_carvetii_adj;Carvetian;;carveter;;;;;;;;;;;x
c_caturiges;Caturiges;Caturiges;Caturiges;;Caturiges;;;;;;;;;x
c_caturiges_adj;Caturigesian;;caturigeser;;;;;;;;;;;x
c_catuvellauni;Catuvellauni;Catuvellauni;Catuvellauni;;Catuvellauni;;;;;;;;;x
c_catuvellauni_adj;Catuvellaunian;;catuvellauner;;;;;;;;;;;x
c_cenomani;Cenomani;Cenomani;Cenomani;;Cenomani;;;;;;;;;x
c_cenomani_adj;Cenomanian;;cenomaner;;;;;;;;;;;x
c_ceretani;Ceretani;Ceretani;Ceretani;;Ceretani;;;;;;;;;x
c_ceretani_adj;Ceretanian;;ceretaner;;;;;;;;;;;x
c_cessetani;Cessetani;Cessetani;Cessetani;;Cessetani;;;;;;;;;x
c_cessetani_adj;Cessetanian;;cessetaner;;;;;;;;;;;x
c_cibarci;Cibarci;Cibarci;Cibarci;;Cibarci;;;;;;;;;x
c_cibarci_adj;Cibarcian;;cibarcer;;;;;;;;;;;x
c_contestani;Contestani;Contestani;Contestani;;Contestani;;;;;;;;;x
c_contestani_adj;Contestanian;;contestaner;;;;;;;;;;;x
c_coritani;Coritani;Coritani;Coritani;;Coritani;;;;;;;;;x
c_coritani_adj;Coritanian;;coritaner;;;;;;;;;;;x
c_cornovi;Cornovi;Cornovi;Cornovi;;Cornovi;;;;;;;;;x
c_cornovi_adj;Cornovian;;cornover;;;;;;;;;;;x
c_damnonii;Damnonii;Damnonii;Damnonii;;Damnonii;;;;;;;;;x
c_damnonii_adj;Damnonian;;damnoner;;;;;;;;;;;x
c_deceangli;Deceangli;Deceangli;Deceangli;;Deceangli;;;;;;;;;x
c_deceangli_adj;Deceanglian;;deceangler;;;;;;;;;;;x
c_demetae;Demetae;Demetae;Demetae;;Demetae;;;;;;;;;x
c_demetae_adj;Demetaean;;demeter;;;;;;;;;;;x
c_dobunni;Dobunni;Dobunni;Dobunni;;Dobunni;;;;;;;;;x
c_dobunni_adj;Dobunnian;;dobunner;;;;;;;;;;;x
c_dumnonii;Dumnonii;Dumnonii;Dumnonii;;Dumnonii;;;;;;;;;x
c_dumnonii_adj;Dumnonian;;dumnoner;;;;;;;;;;;x
c_durotriges;Durotriges;Durotriges;Durotriges;;Durotriges;;;;;;;;;x
c_durotriges_adj;Durotrigesian;;durotrigeser;;;;;;;;;;;x
c_eburones;Eburones;Eburones;Eburones;;Eburones;;;;;;;;;x
c_eburones_adj;Eburonesian;;eburoneser;;;;;;;;;;;x
c_ebusus;Ebusus;Ebusus;Ebusus;;Ebusus;;;;;;;;;x
c_ebusus_adj;Ebususian;;ebususer;;;;;;;;;;;x
c_edetani;Edetani;Edetani;Edetani;;Edetani;;;;;;;;;x
c_edetani_adj;Edetanian;;edetaner;;;;;;;;;;;x
c_emporion;Emporion;Emporion;Emporion;;Emporion;;;;;;;;;x
c_emporion_adj;Emporionian;;emporioner;;;;;;;;;;;x
c_etruria;Etruria;Etruria;Etruria;;Etruria;;;;;;;;;x
